question,answer,chapter,explanation
日本最大の古墳である大仙陵古墳（仁徳天皇陵古墳）は、5世紀のヤマト政権の大王の墓と考えられている。,◯,第2章,正しい文章。墳丘長486ｍに及び、従属的な小型古墳である陪冢（ばいちょう）を伴うこともある。
高句麗は313年に楽浪郡を滅ぼし、南下策を進めたため、倭は百済や加耶とともに高句麗と交戦した。,◯,第2章,正しい文章。この交戦の記録は、高句麗の広開土王（好太王）碑の碑文に残されている。
『宋書』倭国伝に記された「倭の五王」のうち、最後の「武」は、雄略天皇に比定される説が有力である。,◯,第2章,正しい文章。倭の五王は、外交・軍事上の立場を有利にするために中国の南朝へ朝貢を繰り返した。
ヤマト政権は渡来人を技術者集団として組織し、韓鍛冶部・陶作部・錦織部・鞍作部などとして各地に居住させた。,◯,第2章,正しい文章。鉄器・須恵器の生産、機織り、金属工芸などの高度な技術が導入された。
稲荷山古墳から出土した鉄剣の銘文には、漢字の音を借りて倭の人名や地名を書き表した記録が残っている。,◯,第2章,正しい文章。当時、史部（ふひとべ）などの渡来人が外交文書や記録の作成に当たっていた。
6世紀の古墳時代後期になると、人物や動物をかたどった形象埴輪が盛んに用いられるようになった。,◯,第2章,正しい文章。葬送儀礼や生前の首長の儀礼の様子を再現したものと考えられている。
6世紀に見られる「群集墳」の増加は、それまで古墳を造営しなかった有力農民層が台頭してきたことを示している。,◯,第2章,正しい文章。ヤマト政権がこれら有力農民層を直接支配下に取り込もうとした証左とされる。
古墳時代の民衆の住居では、5世紀になると朝鮮半島の影響を受けて、中央に炉に代わるカマドが設けられた。,×,第2章,間違った文章。カマドが設けられた場所は「壁」である。
5世紀に朝鮮半島から伝わった須恵器は、赤焼きの土師器に代わって、古墳時代を通じて唯一の土器として用いられた。,×,第2章,間違った文章。須恵器は「土師器とともに」用いられた。どちらか一方が消失したわけではない。
古墳時代には、熱湯に手を入れさせ、そのただれ具合で真偽を判断する「太占の法」という神判が行われた。,×,第2章,間違った文章。熱湯を用いる神判は「盟神探湯（くかたち）」である。「太占（ふとまに）」は鹿の骨を焼いて占う方法である。
埼玉県の稲荷山古墳と熊本県の江田船山古墳の出土品には、ともに「加多支鹵大王」の名が記されており、雄略天皇の統治が広範囲に及んでいたことを示している。,◯,第2章,正しい文章。ワカタケル大王（雄略天皇）の権威が関東から九州まで及んでいた証左とされる。
氏姓制度において、最高職である大臣・大連には、各地の国造の中から実力のある者が選ばれて就任した。,×,第2章,間違った文章。大臣・大連は「臣姓・連姓の豪族（中央の有力豪族）」から任じられた。地方の国造から選ばれたわけではない。
伴造（とものみやつこ）は、大王直轄の私有地である「田荘（たどころ）」を管理し、その収穫を経済的基盤とした。,×,第2章,間違った文章。田荘は「有力な豪族」の私有地である。大王の直轄地は「屯倉（みやけ）」と呼ぶ。
6世紀初めの磐井の乱を鎮圧したヤマト政権は、抵抗した地方豪族を排除し、九州北部に「名代・子代」を設けて直接支配を強化した。,×,第2章,間違った文章。磐井の乱後に九州北部に設けられたのは「屯倉」である（名代・子代は直轄民を指す）。
地方豪族は国造に任じられると、その地方の支配権を保障される代わりに、子女を「舎人・采女」として出仕させる義務を負った。,◯,第2章,正しい文章。これにより地方豪族を中央の支配体系に従属させた。
6世紀末から7世紀初めに前方後円墳の造営が一斉に終わったのは、各地方の豪族が独自に仏教へ改宗した結果である。,×,第2章,間違った文章。テキストでは、ヤマト政権による「強力な規制」や「中央集権的な国家形成を目指したこと」が理由とされている。
7世紀中頃に出現した「八角墳」は、有力豪族が大王と同等の権威を示すために競って造営した墳形である。,×,第2章,間違った文章。八角墳は「大王にのみ固有」の墳形であり、一般の豪族を超越した存在であることを示すためのものであった。
倭王武の上表文には、祖先が「毛人」や「衆夷」を征服し、さらに海を渡って「海北」を平らげたという勢力拡大の様子が記されている。,◯,第2章,正しい文章。海北は朝鮮半島を指し、東は毛人（東国）、西は衆夷（西国）を征服したと述べている。
6世紀の朝鮮半島では、高句麗の圧迫を受けた百済や新羅が北進し、ヤマト政権の朝鮮半島での影響力はさらに拡大した。,×,第2章,間違った文章。百済や新羅が勢力を「南」に広げ、加耶諸国を支配下に置いたため、ヤマト政権の影響力は「後退」した。
蘇我氏は、大連の物部氏と結んで朝廷の軍事権を握り、仏教の受容を拒否することで自らの権力基盤を固めた。,×,第2章,間違った文章。蘇我氏は「渡来人」と結んで「財政権」を握り、仏教の受容を「積極的に」進めた。物部氏とは対立した。
推古天皇の時代に定められた「冠位十二階」は、有力氏族の家柄に応じて官職を世襲させることを目的とした制度である。,×,第2章,間違った文章。氏族ではなく「個人の才能・功績」に対して冠位を与えるものであり、世襲制（氏姓制度）を打破しようとした。
604年に定められた「憲法十七条」は、豪族に対して国家の官僚としての自覚を求め、仏教を政治理念として重んじる内容であった。,◯,第2章,正しい文章。天皇中心の国家秩序を構築するための官僚の心得を示したものである。
607年に遣隋使として中国に渡った小野妹子が持参した国書は、中国皇帝に対して「臣」と称する伝統的な形式をとっていた。,×,第2章,間違った文章。中国皇帝に「臣属しない（対等な）」形式をとり、煬帝を不快にさせた。
隋の滅亡後に派遣された遣唐使に同行した高向玄理や南淵請安らは、帰国後に律令国家の形成に大きな影響を与えた。,◯,第2章,正しい文章。彼らは留学生・学問僧として中国の新知識を日本へ伝えた。
飛鳥時代の寺院建立において、寺院は豪族の権威を示すものとして、それまでの「古墳」に代わる役割を果たすようになった。,◯,第2章,正しい文章。氏寺を建立することが豪族のステータスとなった。
鞍作鳥の作とされる法隆寺釈迦三尊像は、やわらかい表情を特徴とする「木像」の代表作である。,×,第2章,間違った文章。釈迦三尊像は「金銅像」であり、表情は「整ったきびしい表情（北魏様式）」が特徴である。
飛鳥文化を代表する工芸品である「天寿国繡帳」は、舒明天皇の死を悼んで作られたとされる法隆寺の宝物である。,×,第2章,間違った文章。天寿国繡帳は「中宮寺」に伝わる工芸品である。
憲法十七条の第一条では、「和を以て貴しとなし」と述べ、争いを避けて調和を保つことを説いている。,◯,第2章,正しい文章。仏教や儒教の影響を受けつつ、豪族たちの協調を求めた。
憲法十七条の第十二条にある「百姓に斂めとることなかれ」という記述は、農民への不当な課税を禁じたものである。,◯,第2章,正しい文章。地方官である国司や国造に対し、私的な徴収を戒めている。
憲法十七条の第十七条では、「事は独り断むべからず」とあり、重要な事柄は必ず多人数で議論して決定すべきであると述べている。,◯,第2章,正しい文章。独断を避け、衆議（合議制）を重んじる姿勢を示している。
憲法十七条の第二条において敬うべきものとされる「三宝」とは、神道・仏教・儒教の三つの教えのことである。,×,第2章,間違った文章。「三宝」とは仏教（仏・法・僧）を指している。
憲法十七条の第三条では、「国に二の君なく、民に両の主なし」と述べ、君主（天皇）の絶対的な権威を強調している。,×,第2章,間違った文章。その記述は第十二条にある内容である。第三条は「詔を承りては必ず謹め」という内容である。
『隋書』倭国伝に記された600年の遣隋使派遣において、隋の文帝は倭の風俗を調査させ、それを高く評価した。,×,第2章,間違った文章。史料には調査させたことはあるが、高く評価したという記述はない（実際には理解できない風俗として文帝が改めるよう命じた背景がある）。
607年に小野妹子が持参した国書において、倭王は自らを「日出づる処の天子」と称した。,◯,第2章,正しい文章。隋の皇帝を「日没する処の天子」と呼び、対等な外交姿勢を示した。
隋の煬帝は、小野妹子が持参した国書の「無礼」な表現を見て、二度と倭の国書を取り次がないよう命じた。,◯,第2章,正しい文章。中華帝国の中心である自分と対等な「天子」を名乗ったことに不快感を示した。
『隋書』倭国伝によると、倭王多利思比孤は「海西の菩薩天子」がキリスト教を興すと聞いて朝貢を決めた。,×,第2章,間違った文章。「仏法を興す」と聞いて、沙門（僧侶）を送り込み仏法を学ばせようとした。
607年の遣隋使派遣に際し、通訳（通事）として同行したのは高向玄理である。,×,第2章,間違った文章。『日本書紀』の記述によれば、通事として同行したのは「鞍作福利」である。
645年の乙巳の変の後、新政権は都を飛鳥から難波に移し、中大兄皇子が孝徳天皇として即位した。,×,第3章,間違った文章。即位したのは「王族の軽皇子（孝徳天皇）」である。中大兄皇子は「皇太子」として政権を支えた。
646年の「改新の詔」では、豪族が所有していた田荘・部曲を廃止し、公地公民制を目指す方針が示された。,◯,第3章,正しい文章。土地と人民を天皇が直接支配する国家体制への移行が目指された。
白村江の戦いでの敗戦後、天智天皇は対馬・壱岐・筑紫に防人と烽を置き、水城や大野城などの防衛施設を築いた。,◯,第3章,正しい文章。唐・新羅連合軍の侵攻に備え、百済からの亡命貴族の指導下で防御を固めた。
670年に作成された「庚午年籍」は、日本最初の戸籍であり、のちに氏上を定める際の基準ともなった。,◯,第3章,正しい文章。天智天皇によって作成され、永年保存すべき正本とされた。
壬申の乱は、天智天皇の弟である大友皇子と、その子である大海人皇子との間でおきた皇位継承争いである。,×,第3章,間違った文章。天智天皇の「子」が大友皇子であり、「弟」が大海人皇子である。
天武天皇が定めた「八色の姓」は、豪族たちを天皇を中心とした新しい身分秩序に再編成することを目的とした。,◯,第3章,正しい文章。これにより古い氏姓制度を解体し、官僚制への移行を進めた。
持統天皇の時代に施行された「飛鳥浄御原令」に基づき、6年ごとに戸籍をつくる制度が確立された。,◯,第3章,正しい文章。690年に作成された「庚寅年籍」がその後の人民支配の基礎となった。
701年に完成した「大宝律令」の「律」は、当時の日本の実情に合わせて唐の法律を大幅に改変して作られた。,×,第3章,間違った文章。刑法である「律」は唐律をほぼ写しており、日本の実情に合わせて改変されたのは行政法の「令」である。
藤原京は、中国の都城を模した本格的な都であり、日本で初めて条坊制が採用された。,◯,第3章,正しい文章。天皇の宮殿と官僚の住む京が一体となった中央集権国家の象徴である。
「日本」という国号が正式に定められたのは、7世紀前半の聖徳太子の時代であり、遣隋使によって唐に伝えられた。,×,第3章,間違った文章。国号が正式に定められたのは「大宝律令」の頃であり、702年の遣唐使によって唐に伝えられた。
「改新の詔」の其の一では、豪族が私有していた「田荘（たどころ）」や「部曲（かきべ）」の廃止が示された。,◯,第3章,正しい文章。公地公民制への移行を目指し、地位に応じた食封（じきふ）を支給する方針が立てられた。
養老律令の税制において、「調」は郷土の産物を納めるものであり、正丁（21〜60歳の男性）は全額、中男は4分の1を負担した。,◯,第3章,正しい文章。表によれば、中男（17〜20歳）の負担は正丁の4分の1であった。
「庸」は都での10日の労役に代えて布を納める税であるが、京・畿内（都に近い地域）の住民は免除されていた。,◯,第3章,正しい文章。表の備考欄にある通り、京・畿内には庸の負担はなかった。
8世紀の遣唐使はほぼ20年に1度の割合で派遣され、唐の皇帝から位を授かる「冊封」を受けることを最大の目的とした。,×,第3章,間違った文章。日本は朝貢は行ったが「冊封」は受けなかった。実質的な目的は先進的な制度や知識の摂取であった。
8世紀の日本と新羅の間では、日本が新羅を従属国として扱おうとしたため、しばしば外交的な緊張が生じた。,◯,第3章,正しい文章。新羅側が対等外交を主張したのに対し、日本側がこれを受け入れなかったためである。
710年に遷都された平城京は、唐の長安にならって条坊制を採用し、中央を朱雀大路が貫く構造をしていた。,◯,第3章,正しい文章。北端中央には、天皇の生活や政務の場である「平城宮」が置かれた。
平城京の居住分布において、平城宮に近い北側（五条以北）には下級官人の住居が集中していた。,×,第3章,間違った文章。宮に近い北側には「長屋王邸」などの貴族の大邸宅があり、下級官人の住居は宮から遠い南側に分布していた。
708年に武蔵国から銅が献上されたことを機に、和同開珎が鋳造され、年号が「和銅」に改められた。,◯,第3章,正しい文章。日本で本格的な銭貨の流通を目指した最初期の事例である。
711年に発せられた「蓄銭叙位令」は、銭貨を貯めること自体を禁じ、市場への流通を強制した法令である。,×,第3章,間違った文章。「蓄銭量に応じて位階（位）を授ける」ことで、人々に銭貨の使用と備蓄を促し、流通を目指した法令である。
平城京の「市」は民間の商人が自由に運営しており、政府がその活動に干渉することは一切なかった。,×,第3章,間違った文章。左京と右京に「官営」の市が設けられ、「市司（いちのつかさ）」が厳格に監督していた。
地方行政において、国司には在地の豪族が任命されて世襲したが、郡司には中央から官人が一定の任期で派遣された。,×,第3章,逆である。中央から派遣されたのは「国司」であり、在地の豪族が任命され世襲したのは「郡司」である。
律令国家は、東北地方の人々を「蝦夷」、九州南部の人々を「隼人」と呼び、異民族として服従させ支配を広げた。,◯,第3章,正しい文章。712年には出羽国が置かれ、太平洋側には陸奥国府となる多賀城が築かれた。
藤原不比等は、娘の宮子を文武天皇に、光明子を聖武天皇に嫁がせ、皇室と密接な関係を築いて勢力を伸ばした。,◯,第3章,正しい文章。この婚姻政策が、のちの藤原氏繁栄の基礎となった。
729年の長屋王の変は、藤原四兄弟が、右大臣として権力を握っていた皇族の長屋王を策謀によって自殺させた事件である。,◯,第3章,正しい文章。この変ののち、四兄弟の妹である光明子が皇后に立てられた。
737年に藤原四兄弟が病死した後に政権を握ったのは、橘諸兄であり、吉備真備や玄昉を重用した。,◯,第3章,正しい文章。これに反発した藤原広嗣が、のちに九州で反乱（藤原広嗣の乱）を起こした。
聖武天皇は、社会的不安を払拭するため、741年に国分寺建立の詔を、743年に大仏造立の詔を出した。,◯,第3章,正しい文章。仏教の力で国家の安定をはかる「鎮護国家」の思想に基づいている。
藤原仲麻呂（恵美押勝）は、孝謙天皇と対立して挙兵したが敗れ、その結果、道鏡が政界に進出することになった。,◯,第3章,正しい文章。恵美押勝の乱ののち、孝謙太上天皇は重祚して称徳天皇となり、道鏡を寵愛した。
称徳天皇は、道鏡を法王にまで昇進させ、宇佐神宮の神託を背景に道鏡へ皇位を譲ろうとした。,◯,第3章,正しい文章。この企ては、和気清麻呂らの行動によって阻止された。
道鏡が退けられたのち、藤原百川らは天武天皇系の皇位継承を維持し、光仁天皇を即位させた。,×,第3章,間違った文章。光仁天皇は「天智天皇」の孫であり、これにより長く続いた天武系の皇統から天智系へと交代した。
地方の交通制度として、都と各国府を結ぶ駅路が整備され、約16km（30里）ごとに駅家（えきや）が設けられた。,◯,第3章,正しい文章。これを官人が公用に利用する「駅制」が敷かれた。
奈良時代の結婚形態は、当初は男性が女性の家に通う「妻問婚」であり、女性の発言力が強かったと考えられている。,◯,第3章,正しい文章。夫婦は別姓で、それぞれが自分の財産を持っており、生業や養育面でも女性の役割が大きかった。
農民が口分田以外の公の田（乗田）などを借りて耕作した場合、収穫の5分の1を「地子」として納める「賃租」が行われた。,◯,第3章,正しい文章。口分田の「租（約3％）」に比べ、賃租の負担は非常に重いものであった。
723年に施行された「三世一身法」は、開墾した田地の私有を永年にわたって保障し、開墾意欲を高めることを目的とした。,×,第3章,間違った文章。三世一身法は「3世（子・孫・曾孫）」または「本人1代」という期限付きの保有を認めたものである。
743年の「墾田永年私財法」は、政府が土地支配の強化を目指した積極的な政策であったが、結果的に貴族や寺院の私有地拡大を招いた。,◯,第3章,正しい文章。これにより、大規模な原野開墾が行われ「初期荘園」が形成されることとなった。
東大寺などの大寺院が、国司や郡司の協力を得て農民や浮浪人を使用し、大規模に開墾した私領を「初期荘園」と呼ぶ。,◯,第3章,正しい文章。政府の保障のもと、広大な原野が寺院によって独占されていった。
8世紀の農民の中には、重い負担から逃れるために口分田を捨て、他国へ「浮浪」したり逃亡したりする者が増えた。,◯,第3章,正しい文章。こうした状況に対し、政府は浮浪先で「浮浪人帳」を作成するなど、把握に努めた。
天平年間になると、郡の正倉に蓄えられた稲穀（正税）は、伝統的な支配力を持つ郡司が一元的に管理・運用するようになった。,×,第3章,間違った文章。正税は「国司」により一元的に管理・運用されるようになり、これにより郡司の権力背景が奪われていった。
墾田永年私財法によって、政府は開墾地を把握対象から外し、土地支配を全面的に放棄した。,×,第3章,間違った文章。テキストには「土地支配の強化をはかる積極的な政策であった」とあり、掌握範囲を墾田にまで拡大しようとする意図があった。
